handle,page_n,ne,type_ne
10419/168939,12,Excellence ” Research project
10419/168939,12,Spanish Regions
10419/168939,12,Regional Government of Andalusia
10419/168939,12,European Regional Development Fund
10419/168939,12,ERDF
10419/168943,14,SGS-2014 - 040 Modern Practices
10419/168943,14,West Bohemia
10419/168943,14,POSTDOC
10419/168943,14,SME
10419/168945,23,Croatian Science Foundation
10419/168950,12,Financial Auditors of Romania
10419/168950,12,CAFR etc
10419/168950,12,CAFR
10419/168954,9,internet or e - commerce  Incomplete information
10419/168954,9,partners Funding
10419/168954,9, Insufficient Funds
10419/168954,9,Lead Actors
10419/168954,9,Different number of people
10419/168954,9, Community stakeholders
10419/168954,9,Probable problems
10419/168957,10,Sectoral Operational Programme Human Resources Development
10419/168957,10,European Social Fund
10419/168957,10,Romanian Government
10419/168957,10,SOP
10419/168957,10,HRD
10419/168963,16,Croatian Science Foundation
10419/168968,10,European Social Fund
10419/168968,10,Sectorial Operational Programme Human Resources Development
10419/168968,10,Postdoctoral Research
10419/168968,10,Romanian Economics Science Domain
10419/168970,12,Higher Education
10419/168970,12,few EU Countries
10419/168971,14,Sustainable Business
10419/168971,14,Sectorial Operational Programme Human Resources Development
10419/168971,14,Romanian Ministry of Labour
10419/168979,13,European Social Fund
10419/168979,13,Sectoral Operational Programme Human Resources Development
10419/168979,13,Economic Studies
10419/168981,13,European Social Fund
10419/168981,13,Human Resources Development
10419/168981,13,POSDRU number
10419/168981,13,"economic , social and medical fields - EXCELIS"
10419/168981,13,Economic Studies
10419/168981,13,POSDRU
10419/168984,8,Small and Medium funded programs
10419/168984,8,Enterprises entrepreneurship
10419/168984,8,AIPPIMM
10419/168988,13,European Union
10419/168988,13,European Social Fund
10419/168988,13,Hungarian Academy of Sciences
10419/168990,13,A/2 - 11
10419/168990,13,European Union
10419/168990,13,European Social Fund
10419/168999,13,Croatian Science Foundation
10419/169001,15,EU countries
10419/169008,14,Croatian Science Foundation
10419/169008,14,project No.9481
10419/169018,14,Pan - European Social Platform
10419/169018,14,Support Lifelong Learning
10419/169018,14,Danube Region Strategy
10419/169018,14,European Union
10419/169018,14,grant agreement No.16
10419/169018,14,START
10419/169024,20,Croatian Science Foundation
10419/169024,20,Advanced Sequencing and Forecasting Algorithm
10419/169031,7,Romanian Executive Agency for Higher Education
10419/169031,7,UEFISCDI
10419/169036,12,National Interest
10419/169036,12,Romanian Fundamental
10419/169036,12,contract No.POSDRU
10419/169044,13,ENHANCE Enhancing Risk Management Partnerships for Catastrophic Natural Disasters project
10419/169044,13,European Commission
10419/169044,13,Grant Agreement No.308438
10419/169044,13,ENHANCE
10419/169054,14,Slovak Research and Development Agency
10419/169054,14,contract No
10419/169064,15,VEGA
10419/169076,10,III
10419/169100,13,European Union ’s Horizon 2020 research and innovation programme
10419/169100,13,grant agreement N
10419/169100,13,MOVE
10419/169109,11,internal R
10419/169109,11,Hradec Králové
10419/169109,11,students Ladislav Škop
10419/169124,28,STU Scientiﬁc Research Foundation for Talents
10419/169124,28,Grant No . NTF12013
10419/169124,28,Young Talents
10419/169124,28,Higher Education of Guangdong
10419/169124,28,Grant No.NTF12013
10419/169124,28,Grant No.2014WQNCX055
10419/169124,28,STU
10419/169283,27,New Zealand Foundation for Research Science
10419/169283,27,2007–2012 Integration of Immigrants Programme
10419/169283,27,2014–2020 Ministry of Business Innovation
10419/169283,27,grant UOWX1404
10419/169283,27,Aotearoa New Zealand
10419/169283,27,grant MAUX0605
10419/169283,27,grant UOWX1404
10419/169283,27,MBIE
10419/169283,27,DDANZ
10419/169288,13,13 of 14 Acknowledgements
10419/169288,13,International Development Research Center of Canada
10419/169288,13,Grant No.104945
10419/169288,13,Dry Areas
10419/169288,13,Resource Management
10419/169288,13,Near East region
10419/169288,13,Grant No.104945
10419/169288,13,IZA
10419/169288,13,IDRC
10419/169290,17,Australian Government Department of Social Services
10419/169290,17,Melbourne Institute of Applied Economic and Social Research Melbourne Institute
10419/169290,17,HILDA
10419/169290,17,DSS
10419/169291,17,Mednick Memorial Fellowship
10419/169292,21,Statistics Canada
10419/169292,21,SSHRC
10419/169293,24,Atlantic Research Data Centre
10419/169296,19,Total change Source
10419/169296,19,Foreign Affairs of Norway
10419/169297,27,World Bank ’s Gender Assessment Program
10419/169297,27,South Caucasus
10419/169297,27,GHBS
10419/169298,20,Yasmine Fahim
10419/169298,20,Economic Research Forum
10419/169298,20,ERF
10419/169300,18,Daoud and Fallah IZA Journal of Labor
10419/169300,18,research support of Mr. Mohammad Hittawy
10419/169300,18,ERF / GDN
10419/169300,18,IZA
10419/169300,18,GDN
10419/169300,18,ERF
10419/169301,25,European Community ’s Seventh Framework Programme
10419/169301,25,grant agreement No.290752
10419/169304,39,United States Department of Labor
10419/169306,38,UK aid
10419/169306,38,International Development
10419/169306,38,Young Lives gender research
10419/169306,38,DFID
10419/169307,17,Good Ventures
10419/169376,18,International Scientific Studies
10419/169376,18,CISSC
10419/169378,9,National Social Science Foundation of China
10419/170531,14,research work on “ International remittances
10419/170531,14,IDRC
10419/170531,14,CIRES
10419/170536,17,Esther Lafuente for her helpful comments
10419/170536,17,FEDER
10419/170540,11,Leibniz Association
10419/170568,11,Leibniz Association
10419/170577,8,National Science Centre
10419/170577,8,grant No.UMO-2016/21/B/HS4/03016
10419/170577,8,AUTHOR
10419/170577,8,TRIBUTIONS
10419/170577,8,FUNDING
10419/170578,17,IAMO
10419/170682,15,Deutsche Forschungsgemeinschaft
10419/170682,15,TH 849/3
10419/170724,14,Volkswagen Foundation
10419/170751,11,National Basic Research Development Program of China
10419/170751,11,National Science Foundation of China
10419/170751,11,Grant No.2015CB953602
10419/170751,11,Grant No.41661144006
10419/171172,21,Irrigation Bureaucracy project
10419/171172,21,Central Asia
10419/171172,21,Research Program on Water
10419/171172,21,SDC
10419/171172,21,GIZ
10419/171172,21,WLE
10419/171173,14,Pakt für Forschung
10419/171173,14,IAMO International Research Group
10419/171173,14,Rural China
10419/171173,14,Reducing Emissions
10419/171173,14,Forest Degradation and Enhancing Carbon Stocks
10419/171173,14,European Commission 's Seventh Framework Research Programme
10419/171173,14,GWK
10419/171173,14,PAKT
10419/171173,14,IAMO
10419/171213,15,PV model of stock prices
10419/171213,15,Generalitat Valenciana
10419/171213,15,MINECO
10419/171302,13,IAMO
10419/171305,20,rural Policy Design
10419/171305,20,German Research Foundation DFG
10419/171305,20,DFG
10419/171306,12,ultimate underlying driving force of LUC
10419/171306,12,National Basic Research Development Program of China
10419/171306,12,LUC
10419/171306,12,Grant N
10419/171341,8,German Research Foundation
10419/171341,8,DFG
10419/171370,18,Masaryk University
10419/171817,23,European Economic Research
10419/171817,23,SEEK
10419/171817,23,ZEW
10419/171820,21,ESRC postgraduate research scholarship
10419/171820,21,ESRC
10419/171826,23,Open Society Foundations
10419/171827,17,Federal funds rate
10419/171827,17,long term T - bill rates
10419/171829,19,NSF Grant SES-1132031
10419/171829,19,2017 Australian Research Council Discovery Project
10419/171829,19,Grant SES-1132031
10419/171829,19,NSF
10419/171829,19,NCRN
10419/171831,17,Economic and Social Research Council
10419/171831,17,grant No.RES-000-22-3082
10419/171832,26,Singapore Management University
10419/171837,6,National Natural Science Foundation of China
10419/171838,27,Project No.150277
10419/171838,27,SNSF
10419/171845,13,JSPS KAKENHI Grant Number 13J06130
10419/171845,13,Grant No.13J06130
10419/171845,13,JSPS
10419/171845,13,KAKENHI
10419/171846,19,Communauté française de Belgique
10419/171846,19,contracts “ Projet d’Actions de Recherche Concertées
10419/171846,19,Académie universitaire Louvain
10419/171848,9,SX → R
10419/171848,9,∈ L2
10419/171849,21,Bin Yu ’s research group
10419/171849,21,grant agreement CCF-0939370
10419/171849,21,NSF grants
10419/171849,21,grant agreement CCF-0939370
10419/171849,21,NSF
10419/171849,21,MSS
10419/171850,35,Social Sciences and Humanities Research Council of Canada
10419/171850,35,FRQSC
10419/171851,23,U.S. National Science Foundation Grant DMS-1106576
10419/171851,23,Grant DMS-1106576
10419/171852,10,Giannini Foundation
10419/171857,8,Australian Research Council Grant DP0985432
10419/171857,8,Grant DP0985432
10419/171861,22,grant DP130103356
10419/171861,22,ARC Centre of Excellence for Mathematical and Statistical Frontiers of Big Data
10419/171861,22,Big Models
10419/171861,22,grant DP130103356
10419/171861,22,grant CD140100049
10419/171861,22,ARC
10419/171862,18,National Science Foundation Grant SES–0922127
10419/171862,18,Grant SES–0922127
10419/171865,20,National Bank of Belgium
10419/171865,20,Investissement d’Avenir ” ANR-11 - IDEX-0003
10419/171865,20,Centre de Recherche
10419/171865,20,Economie et Statistique
10419/171865,20,CREST
10419/171868,20,Robert Gramacy
10419/171868,20,BTGP
10419/171870,19,European Union
10419/171870,19,grant agreement SYRTO
10419/171870,19,Italian Ministry of Education
10419/171870,19,grant MISURA
10419/171870,19,grant agreement SYRTO-SSH-2012-320270
10419/171870,19,grant MISURA
10419/171870,19,MIUR
10419/171870,19,PRIN
10419/171870,19,MISURA
10419/171875,26,Australian Research Council ’s Discovery Projects funding scheme
10419/171876,25,SNSF
10419/171878,12,grant DP130100168
10419/171878,12,grant DP130100168
10419/171878,12,ARC
10419/171879,25,grant No.15K03405
10419/171885,17,NSF Grants
10419/171885,17,65203 and DMS-15
10419/171885,17,NSF
10419/171886,12,Charles V. Hickox Fellowship
10419/171886,12,Yale University
10419/171886,12,Supplemental Material
10419/171887,14,ﬁnancial supports of Zengin Foundation for Studies on Economics
10419/171887,14,Grant No.JP16K03603
10419/171887,14,JSPS
10419/171890,26,Ministerio de Ciencia y Tecnología
10419/171899,7,General Research Fund of HKSAR - RGC - GRF grant No.400313
10419/171899,7,Central Universities
10419/171899,7,Donghua University Special Research Funds for Social Science
10419/171899,7,grant No.400313
10419/171899,7,GRF
10419/171899,7,TBS
10419/171907,22,National Natural Science Foundation of China
10419/171910,15,Ministerio de Ciencia y Tecnología
10419/171910,15,CASSETEM
10419/171912,16,Natural Sciences and Engineering Research Council of Canada
10419/171912,16,Grant 04430-2014
10419/171912,16,Grant 2015-PR-183236
10419/171913,49,grants “ Statistical inference methods
10419/171913,49,NWO
10419/171914,5,National Science Council
10419/171914,5,Australian Research Council
10419/171914,5,"National Science Council , Ministry of Science"
10419/171914,5,MOST
10419/171917,17,23 Acknowledgments
10419/171917,17,German Research Foundation
10419/171917,17,grant CZ
10419/171917,17,DFG
10419/171918,21,Italian MIUR
10419/171918,21,grant PRIN MISURA
10419/171918,21,grant PRIN
10419/171918,21,MIUR
10419/171918,21,PRIN
10419/171918,21,MISURA
10419/171921,16,Grant 20029822
10419/171972,20,European funds
10419/171972,20,Regional Government of Aragón
10419/171973,16,Spanish Ministry of Economy
10419/171973,16,ﬁnancial support of Spanish Ministry of Economy
10419/171973,16,Regional Government of Andalusia
10419/171973,16,SEJ
10419/172007,24,ﬂexiblen Montagesystemen
10419/172007,24,Federal Ministry for Education
10419/172007,24,BMBF
10419/172007,24,ESF
10419/172007,24,PTKA
10419/172007,24,DLR
10419/172009,17,Swiss National Science Foundation
10419/172009,17,"100014_126865 , R&D Network Life Cycles"
10419/172009,17,ETH Risk Center of ETH Zurich
10419/172009,17,grant 100014
10419/172009,17,ETH
10419/172206,31,EP elections
10419/172206,31,supply side of political debate on Europe
10419/172206,31,high support for Eurosceptics
10419/172322,13,GNFM and GNAMPA groups of INdAM
10419/172322,13,MIUR project “ Optimal mass transportation
10419/172322,13,GNFM
10419/172322,13,GNAMPA
10419/172322,13,MIUR
10419/172323,19,EU FP7 Project
10419/172323,19,Risk Assessment and Stabilization Policies
10419/172323,19,New Early Warning Signals
10419/172323,19,H2020 Project
10419/172323,19,Distributed Global Financial Systems for Society
10419/172323,19,Quantitative Business Cycle Framework
10419/172323,19,Financial Frictions
10419/172323,19,Economic Research
10419/172323,19,Financial Sector
10419/172323,19,NEWS
10419/172323,19,DOLFINS
10419/172323,19,NBER
10419/172486,12,AERC
10419/172505,11,USDA National Institute of Food
10419/172505,11,USDA
10419/172506,16,CSO support
10419/172506,16,Information Additional Supporting Information
10419/172506,16,raw data Appendix B
10419/172506,16,CSO
10419/172507,18,ESRC
10419/172570,11,ﬁnancial support of University Grants Commission of India
10419/172570,11,Faculty Development Programme
10419/172570,11,FIP/ 12th Plan / KLMG045 TF07/2015
10419/172572,22,DST INSPIRE Fellowship
10419/172572,22,DST
10419/172572,22,INSPIRE
10419/172575,8,Comparative analysis of proﬁt
10419/172766,30,National Natural Science Foundation of China
10419/172766,30,Central Universities
10419/172766,30,Grant No.61773069
10419/172766,30,Grant No.2015KJJCA06
10419/172955,26,Innovative Team Construction project of Guangdong Province
10419/172955,26,Grant No.2016WCXTD003
10419/172955,26,STU Scientiﬁc Research Foundation for Talents
10419/172955,26,Grant No . NTF12013
10419/172955,26,Young Talents
10419/172955,26,Higher Education of Guangdong
10419/172955,26,Grant No.2016WCXTD003
10419/172955,26,Grant No.NTF12013
10419/172955,26,Grant No.2014WQNCX055
10419/172955,26,STU
10419/172956,10,social science fund major project of Beijing
10419/172956,10,Grant No
10419/172956,10,Grant N
10419/173128,12,initial quantitative headline reduction target SFRA0025
10419/173194,10,National Key Research and Development Program of China
10419/173194,10,National Social and Scientific Fund Program
10419/173194,10,Nanjing University of Information Science
10419/173194,10,National Basic Research Development Program of China
10419/173194,10,National Science Foundation of China
10419/173194,10,Grant No.2017YFC0504301
10419/173194,10,Grant No.2243141601048
10419/173194,10,Grant No.2015CB953602
10419/173194,10,Grant No.41271542
10419/173194,10,TIF
10419/173273,105,current University Compact
10419/173755,23,UK Low Pay Commission
10419/173755,23,LPC
10419/175586,9,Open Access fund of Leibniz University Hannover
10419/175588,11,VEGA Project
10419/175588,11,Slovak Republic
10419/175588,11,Health System
10419/175588,11,VEGA
10419/175589,9,Ontario Ministry of Health
10419/175589,9,HSPRN
10419/175589,9,ICES
10419/175590,10,ERF
10419/175591,7,Financing health care
10419/175594,8,Merz Pharmaceuticals Gmbh
10419/175595,10,TB services
10419/175595,10,based management of TB
10419/175595,10,substantial support for effective TB control
10419/175595,10,ambulatory TB treatment
10419/175595,10,Anticipating health system support
10419/175595,10,MDRTB program development
10419/175595,10,Deutsche Forschungsgemeinschaft
10419/175595,10,funding program Open Access Publishing
10419/175595,10,MDRTB
10419/175596,10,SVV
10419/175596,10,GAUK
10419/175597,18,PBF workshop
10419/175597,18,World Bank
10419/175597,18,Canadian Institutes of Health Research
10419/175597,18,funded Research Chair
10419/175597,18,Applied Public Health
10419/175597,18,PBF
10419/175597,18,AMTT
10419/175597,18,CIHR
10419/175598,9,National Pharmaceutical Association
10419/175598,9,Great Britain
10419/175598,9,Pharmaceutical Services Negotiating Committee
10419/175598,9,Social Care Directorate
10419/175598,9,DOC
10419/175598,9,ESRC
10419/175598,9,MRC
10419/175598,9,HERU
10419/175599,8,ALK - Abelló
10419/175606,10,health services accreditation of southern Africa
10419/175606,10,International fund for agricultural development
10419/175606,10,"joint commission international ; MDAs , ministries departments and agencies ; MDGs , millennium development goals ; MoH , Ministry of health"
10419/175606,10,Netherlands government
10419/175606,10,Ministry Foreign Affairs
10419/175606,10,Netherlands Organisation for Scientific Research
10419/175606,10,Medical Research
10419/175606,10,Ghana Legon
10419/175606,10,WOTRO
10419/175606,10,NWO
10419/175606,10,GHPHSR
10419/175606,10,NMIMR
10419/175608,11,URL
10419/175609,11,VAT component
10419/175609,11,NHIS fund
10419/175609,11,special NHIS tax “ Sin Tax
10419/175609,11,Talk ” tax
10419/175609,11,Ghana project
10419/175609,11,National Health Insurance Authority
10419/175609,11,Scientific Research
10419/175609,11,Global Development Acknowledgement
10419/175609,11,COHEiSION Project data repository
10419/175609,11,Noguchi Memorial Institute for Medical Research
10419/175609,11,NHIS
10419/175609,11,VAT
10419/175609,11,Grant No.W07.45.104.00
10419/175609,11,SION
10419/175609,11,WOTRO
10419/175610,10,Regional Council of Bourgogne
10419/175610,10,NPP
10419/175610,10,CAPI
10419/175610,10,CPER
10419/175610,10,PARI
10419/175611,10,Top University Project
10419/175611,10,National Cheng Kung University
10419/175611,10,Grant No.MOST
10419/175611,10,MOST
10419/175611,10,NCKU
10419/175612,9,2.2 billion Euro
10419/175612,9,G - BA
10419/175612,9,Pharmaceutical Market
10419/175612,9,Statutory Health Insurance
10419/175612,9,Medicinal Products for Human Use
10419/175612,9,Health Care
10419/175612,9,Health and Clinical Excellence
10419/175612,9,Roche Pharma AG
10419/175612,9,No.additional funding
10419/175612,9,AMNOG
10419/175614,12,Leveraging existing community resources
10419/175614,12,Netherlands government
10419/175614,12,Ministry Foreign Affairs
10419/175614,12,Netherlands Organisation for Scientific Research
10419/175614,12,WOTRO
10419/175614,12,NWO
10419/175614,12,GHPHSR
10419/175614,12,WHO
10419/175614,12,UNICEF
10419/175616,14,HIV / AIDS Integration
10419/175616,14,AIDS
10419/175620,19,Social Sciences Research
10419/175623,7,European Union
10419/175623,7,INTERREG IV Program
10419/175623,7,INTERREG
10419/175624,19,Bundesministerium für Bildung und Forschung
10419/175624,19,BMBF
10419/175625,13,Canadian Institutes of Health Research
10419/175625,13,CIHR Doctoral Research Award
10419/175625,13,Public Health Research
10419/175625,13,Michael Smith Foundation for Health Research Postdoctoral Fellowship Award
10419/175625,13,DOCX
10419/175625,13,CIHR
10419/175627,10,f Variable Coefficient Std Error t - Value Variable Coefficient Std Error t - Value Significance level
10419/175627,10,population size n. Table
10419/175627,10,5 % level Significance level
10419/175627,10,Paris Declaration
10419/175627,10,HIV
10419/175628,13,NIHR support
10419/175628,13,grant RMOFS
10419/175628,13,MRC Early Career Fellowship
10419/175628,13,UK Quality and Outcomes Framework
10419/175628,13,grant RMOFS
10419/175628,13,NIHR
10419/175628,13,RMOFS
10419/175628,13,MRC
10419/175629,11,Slovak Republic for its cooperation
10419/175630,7,Mathys Medical AG
10419/175631,10,Canadian Institutes for Health Research Grant number
10419/175631,10,Grant No.PHE
10419/175631,10,PHE
10419/175633,12,SHI funds
10419/175633,12,Brocher Foundation
10419/175633,12,Durieux P. Effects of financial incentives on medical practice
10419/175633,12,Chinese physicians
10419/175633,12,SHI
10419/175634,15,Icelandic Research Fund
10419/175634,15,Hildur Margrét Jóhannsdóttir
10419/175634,15,grant No.130611–052
10419/175634,15,IRF
10419/175637,13,Grant No.JP15K03528
10419/175637,13,JSPS
10419/175637,13,KAKENHI
10419/175638,14,DHS
10419/175638,14,EKA
10419/175638,14,REK
10419/175640,8,Norwegian Research Council
10419/175640,8,grant 250335/F20
10419/175642,19,University of Iceland
10419/175642,19,Health Iceland
10419/175642,19,grant No.130611-052
10419/175642,19,IRF
10419/175643,21,21 of 22 Abbreviations C
10419/175643,21,Danish Diabetes Association
10419/175643,21,Danish Centre for Strategic Research
10419/175643,21,Type 2 Diabetes
10419/175643,21,Astra Zeneca / BMS
10419/175643,21,EHR
10419/175643,21,COHERE
10419/175644,12,Sub - Saharan countries
10419/175644,12,Technical Training Research Centre for Development
10419/175644,12,TTRECED
10419/175645,12,Haramaya University
10419/175646,15,applicable Availability of data and materials Data
10419/175840,17,NASA LBA
10419/175840,17,NASA
10419/175840,17,LBA
10419/175846,14,information S1 File
10419/176334,20,NASA LBA
10419/176334,20,NASA
10419/176334,20,LBA
10419/176336,16,Financial Economics
10419/176393,8,8 of 9 Conclusion
10419/176393,8,"Business Administration and Information Technology , University of Zurich"
10419/176393,8,1–12 Angelini P
10419/176393,8,Financial Network Systemic Risk Contributions Review of Finance;19
10419/176393,8,17th ACM conference on Computer
10419/176393,8,ACM
10419/176394,8,Shenzhen Municipal Science and Technology R&D Funding
10419/176394,8,online P2P lending
10419/176395,25,Southwestern University of Finance
10419/176395,25,Information Systems for ongoing funding of her research
10419/176395,25,High - frequency trading
10419/176396,21,21 of 24 Concluding remarks
10419/176396,21,Internet finance
10419/176396,21,current status of Internet finance
10419/176396,21,market structure of Internet finance
10419/176396,21,theoretical basis of IS
10419/176396,21,ABW
10419/176397,16,National Science Fund for Distinguished Young Scholars
10419/176397,16,National Natural Science Foundation of China
10419/176397,16,National Program for Support of Top - Notch Young Professionals
10419/176397,16,Central Universities
10419/176397,16,NSFC
10419/176397,16,BUCT
10419/176400,14,National Natural Science Foundation of China
10419/176400,14,IPO
10419/176401,12,edged sword of RMB appreciation
10419/176401,12,National Social Science Foundation of China
10419/176401,12,Liberal Arts
10419/176401,12,"Social Sciences , National Natural Science Foundation of China"
10419/176401,12,Changjiang Scholars
10419/176401,12,Xiong Zhengde
10419/176401,12,Zhu Huiming
10419/176401,12,Business Administration School of Hunan University
10419/176401,12,New Zealand stock market returns
10419/176401,12,1997 Asian financial crisis
10419/176401,12,RMB
10419/176402,11,E - finance marketplaces
10419/176403,19,Using multiple measures
10419/176405,30,Sogang University Research Grant of 2010
10419/176406,20,NSFC project
10419/176406,20,Doctoral Project
10419/176406,20,Shaanxi Soft Science Research Project ; Shaanxi Social Science Funds projects ; Xi’an Soft Science Research Program ; Shaanxi Department of Education
10419/176406,20,Research Project 、 Shaanxi Department of Education
10419/176406,20,NSFC
10419/176406,20,XAUT
10419/176407,13,financial support of National Science Fund of China
10419/176408,16,Islamic finance innovations
10419/176413,19,No.financial support
10419/176413,19,Choi DF
10419/176413,19,New Zealand stock market returns
10419/176413,19,1997 Asian financial crisis
10419/176414,12,Funding risk
10419/176414,12,information asymmetry Information asymmetry
10419/176416,11,Bank credits
10419/176416,11,Private sector
10419/176416,11,IIARD
10419/176419,9,2016 Soft Science Research Project of Jiangxi Province
10419/176419,9,Science and technology project of Department of Education of Jiangxi Province
10419/176419,9,Planning Project of Jiangxi Province
10419/176419,9,National Natural Science Foundation of China
10419/176421,12,CRM
10419/176423,5,National Natural Science Foundation of China
10419/176424,18,No.funding sources
10419/176427,7,non - rivalry teams Lending decision LGBT
10419/176427,7,New York
10419/176427,7,Dependent variable Non - Rival Lending English
10419/176427,7,City University of Hong Kong
10419/176427,7,LGBT
10419/176429,3,FinTech investments
10419/176429,3,FinTech companies
10419/176429,3,Equity Financing
10419/176429,3,TFSB
10419/176430,17,Internet auctions
10419/176430,17,FinTech researcher
10419/176430,17,Yuanshihui Inc.
10419/176432,8,Research Project
10419/176432,8,Jiangsu Social Science Research Foundation
10419/176432,8,National Natural Science Foundation of China
10419/176432,8,Central Universities of China
10419/176433,11,Internet security
10419/176433,11,T + 1 subscription and redemption system
10419/176433,11,No.buffer time
10419/176433,11,National Natural Science Foundation of China
10419/176433,11,Xia Huosong
10419/176433,11,Internet financial products
10419/176433,11,Internet finance
10419/176434,26,"Working papers 50 , University of California"
10419/176434,26,Berkeley Haugh M
10419/176434,26,Pricing American options
10419/176435,12,2016 References Adams RB
10419/176435,12,Asian financial crisis
10419/176435,12,NBER working paper series
10419/176435,12,NBER
10419/176438,8,8 of 9 Table
10419/176440,5,large # Followers
10419/176443,23,No.specific grant
10419/176443,23,new EU member states
10419/176444,11,National Natural Science Foundation of China
10419/176445,7,National Natural Science Foundation of China
10419/176446,13,Key Plan of National Social Science Foundation of China
10419/176446,13,Grant 14ZDA044
10419/176447,22,National Science Foundation of China
10419/176448,16,National Nature Sciences Foundation of China
10419/176450,10,PhD scholarship
10419/176450,10,Exeter Business School
10419/176452,16,Advanced Institute of Finance
10419/176452,16,Sun Yat - sen University
10419/176454,17,GETF
10419/176455,22,Bank risk
10419/176455,22,financial stability of Eurozone commercial banks
10419/176456,22,No.financial assistance
10419/176459,23,low level of Tunisian people
10419/176460,20,Granger causality test
10419/176460,20,economic growth of Bangladesh
10419/176460,20,economic growth for Bangladesh
10419/176460,20,ECM
10419/176463,17,investment environment of Cameroon
10419/176463,17,Review of Development Finance
10419/176463,17,Business Aghion
10419/176463,17,Journal of African Development
10419/176463,17,ARDL approach
10419/176463,17,African assessment
10419/176463,17,bivariate VAR structure
10419/176463,17,NBER
10419/176463,17,ARDL
10419/176463,17,MPRA
10419/176463,17,SSA
10419/176463,17,MENA
10419/176463,17,SHK
10419/176463,17,VAR
10419/176464,23,GARCH and SVM models
10419/176464,23,GARCH
10419/176464,23,SVM
10419/176464,23,SARIMA
10419/176465,16,Asian financial crisis
10419/176465,16,MZA
10419/176467,11,applicable Author ’s information
10419/176467,11,Tel Aviv University
10419/176467,11,Finance 22:513–534 References Abraham A
10419/176468,16,Jensen 2Donaldson
10419/176469,20,Tel Aviv University
10419/176470,10,Research Grants Council of Hong Kong
10419/176470,10,grant No.519913
10419/176470,10,National Natural Science Foundation of China
10419/176470,10,grant No.519913
10419/176472,11,Bryce Douglas Professorship
10419/176472,11,Social Sciences and Humanities Research Council of Canada
10419/176484,14,Bisa Research Grant of Keimyung University
10419/176487,13,HKSTP startup companies
10419/176487,13,HKSTP
10419/176490,15,International Journal of Quality Innovation
10419/176490,15,FDI attraction
10419/176490,15,greatest impact on quality of FDI attraction
10419/176490,15,General Statistics Office of Vietnam
10419/176490,15,FDI
10419/176490,15,SPSS
10419/176491,16,financial saving Demo of 2 PD items
10419/176491,16,PDF
10419/176491,16,IMC
10419/176491,16,HDFC
10419/176500,22,Dr. JoonWoo Son
10419/176500,22,Future Planning of Korea
10419/176500,22,Open Innovation and Business Model Research Team of DGIST R&D program
10419/176500,22,Helsinki Metropolitan Region Urban Research Program
10419/176500,22,DGIST
10419/176500,22,ICT
10419/176505,15,research program on Knowledge Societies
10419/176505,15,Strategic Research Group on Knowledge Societies of Tecnológico de Monterrey
10419/176507,19,Open Innovation
10419/176507,19,Daegu Gyeongbuk Institute of Science
10419/176507,19,Korea Institute of Science
10419/176507,19,Future Planning of Korea
10419/176507,19,DGIST
10419/176507,19,KISTI
10419/176507,19,ICT
10419/176508,15,National Research Program
10419/176512,25,BioScience Enterprise
10419/176512,25,Cambridge Healthcare
10419/176513,16,Basic Science Research Program
10419/176513,16,National Research Foundation of Korea
10419/176513,16,NRF
10419/176515,13,Lace Journal of Open Innovation
10419/176515,13,13 of 14 Acknowledgements
10419/176515,13,Smart Specialisation Strategy
10419/176515,13,National Research Program
10419/176515,13,Sustainable Development
10419/176515,13,Sustainable Learning Community
10419/176520,20,Future Planning of Korea
10419/176520,20,DGIST
10419/176520,20,ICT
10419/176522,18,DGIST
10419/176522,18,ICT
10419/176524,13,Open Innovation
10419/176524,13,13 of 15 Acknowledgement
10419/176524,13,farmers - Cases
10419/176524,13,DGIST
10419/176524,13,ICT
10419/176525,10,Russian Federation
10419/176526,14,U.S. Department of Transportation
10419/176526,14,University Transportation Research Center
10419/176526,14,USDOT
10419/176528,19,National Research Program
10419/176531,10,Future Planning of Korea
10419/176531,10,ICT
10419/176532,9,service innovation on R&D activities
10419/176532,9,DGIST
10419/176532,9,ICT
10419/176533,21,service innovation on R&D activities
10419/176537,18,"MSIP , Korea"
10419/176537,18,ICT
10419/176537,18,ITRC
10419/176537,18,IITP
10419/176539,16,Open Innovation
10419/176539,16,National Research Program
10419/176539,16,KHT
10419/176539,16,STC
10419/176539,16,EEZ
10419/176541,22,Open Innovation
10419/176541,22,22 of 23 Acknowledgement
10419/176541,22,National Research Foundation of Korea
10419/176541,22,Korea Ministry of Education
10419/176541,22,Korea Ministry of Environment
10419/176541,22,South Korea
10419/176541,22,NRF
10419/176541,22,DGIST
10419/176541,22,ICT
10419/176546,19,Common Agricultural Policy
10419/176568,3,70 years of development cooperation.3 MDBs
10419/176568,3,external crisis.4 A global / regional approach
10419/176568,3,Multilateral Banking
10419/176568,3,Global Development
10419/176568,3,MDB
10419/176570,16,Allocating sufficient public funds
10419/176755,6,Daniel Bochsler
10419/176755,6,Democracy Barometer project
10419/176755,6,National Center of Competence
10419/176755,6,German Institute for Global Area Studies
10419/176755,6,NCCR
10419/176755,6,GIGA
10419/176893,9,Volkswagen Foundation
10419/176893,9,Wheat Markets
10419/176893,9,MATRACC
10419/177265,16,German Federal Ministry of Education
10419/177265,16,European Union
10419/177265,16,FKZ
